Time2,EP1_I02_AN00037,EP1_I03_AN00037,EP1_I06_AN00037,EP1_I09_AN00037,EP1_I10_AN00037,EP1_I12_AN00037,Time
2020-08-11 17:00:00,30.418007916666664,,30.775983733333348,30.374429883333327,31.270450316666654,30.46262765,2020-08-11 17:00:00
2020-08-11 18:00:00,26.561558983333338,,26.5127115,25.976770600000002,26.804275,26.028581700000004,2020-08-11 18:00:00
2020-08-11 19:00:00,25.781602416666658,,25.719980400000004,24.91886438333332,26.20045060000001,25.25803423333334,2020-08-11 19:00:00
2020-08-11 20:00:00,26.121066166666665,,25.952292983333354,25.477532349999993,26.190343616666667,25.58151006666667,2020-08-11 20:00:00
2020-08-11 21:00:00,24.901598616666668,,24.719365000000014,24.237277749999997,24.977780116666672,24.377909850000005,2020-08-11 21:00:00
2020-08-11 22:00:00,23.534962983333333,,23.11795715000001,22.688950316666674,23.542419816666662,22.88750911666668,2020-08-11 22:00:00
2020-08-11 23:00:00,24.122261633333338,,23.178408400000006,22.703274966666665,23.447596100000005,22.815986116666668,2020-08-11 23:00:00
2020-08-12 00:00:00,25.367119316666674,,24.718812149999998,24.243217483333332,24.693517066666665,24.386845933333337,2020-08-12 00:00:00
2020-08-12 01:00:00,22.773848983333338,,22.523461949999987,22.25545356666665,22.707051166666666,22.31323601666667,2020-08-12 01:00:00
2020-08-12 02:00:00,22.08750151666666,,21.9983195,21.811356549999996,22.254836183333325,21.874518983333328,2020-08-12 02:00:00
2020-08-12 03:00:00,21.693938316666678,,21.63651013333333,21.350877900000008,21.834162249999995,21.49916891666665,2020-08-12 03:00:00
2020-08-12 04:00:00,21.64312343333334,,21.532480716666672,21.203131666666668,21.67125794999999,21.379793833333324,2020-08-12 04:00:00
2020-08-12 05:00:00,21.41507961666667,,21.33331008333334,20.953160516666653,21.443207233333332,21.183016533333316,2020-08-12 05:00:00
2020-08-12 06:00:00,23.1313228,,23.091090916666662,23.04318085,23.69716036666667,22.99787389999999,2020-08-12 06:00:00
2020-08-12 07:00:00,31.25311338333332,,28.722810933333335,32.34131108333333,33.29692121666667,28.774925650000004,2020-08-12 07:00:00
2020-08-12 08:00:00,34.44483036666667,,33.09021663333332,36.120725483333324,37.67674358333334,33.787213633333344,2020-08-12 08:00:00
2020-08-12 09:00:00,37.98624069999999,,38.57162735,40.38138274999998,42.22021840000001,39.861083433333334,2020-08-12 09:00:00
2020-08-12 10:00:00,41.22102861666666,,44.623415150000014,46.17579346666667,48.67574869999999,45.87931715,2020-08-12 10:00:00
2020-08-12 11:00:00,39.964520750000005,,44.76697293333333,46.388495866666666,47.621728100000006,46.91290083333333,2020-08-12 11:00:00
2020-08-12 12:00:00,40.02949523333333,,43.41351674999999,43.814180449999995,45.39828231666667,44.39511919999998,2020-08-12 12:00:00
2020-08-12 13:00:00,39.05060569999999,,41.60250754999999,41.28337553333334,42.72451683333334,41.653714516666675,2020-08-12 13:00:00
